; compare-graphs  -Q regulonDB_stringcoex/data/stringcoex_regulonDB_induced.tab -wcol_Q 3 -R /bio/shared_projects/coregulation_networks/Bacteria/Escherichia_coli_K12_20071108/data/regulonDB/200710/gene_gene_filtered.tab -return intersection+Q -o regulonDB_stringcoex/results/regulonDB_cg_stringcoex_inter-Q.tab -arc_id -outweight Q -null NA -v 1
; Input files
;	graph_R	/bio/shared_projects/coregulation_networks/Bacteria/Escherichia_coli_K12_20071108/data/regulonDB/200710/gene_gene_filtered.tab
;	graph_Q	regulonDB_stringcoex/data/stringcoex_regulonDB_induced.tab
; Output files
;	output	regulonDB_stringcoex/results/regulonDB_cg_stringcoex_inter-Q.tab
;	Comparaison statistics
;	Reference graph        	/bio/shared_projects/coregulation_networks/Bacteria/Escherichia_coli_K12_20071108/data/regulonDB/200710/gene_gene_filtered.tab
;		R nodes       	1358
;		R arcs        	170268
;	Query graph            	regulonDB_stringcoex/data/stringcoex_regulonDB_induced.tab
;		Q nodes       	764
;		Q arcs        	3536
;	Intersection
;		inter nodes   	764
;		inter arcs    	1577
;		inter arcs P-val	1.35081e-278
;	Union
;		union nodes   	1358
;		union arcs    	172227
;		union max arcs	921403
;	Reference not query
;		R.not.Q nodes 	594
;		R.not.Q arcs  	168691
;	Query not reference
;		Q.not.R nodes 	0
;		Q.not.R arcs  	1959
#source	target	label	color	arc_id	attribute
acrF	melA	168	#ff0000	acrF_melA	Q.not.R
xylH	ytfE	518	#ff0000	xylH_ytfE	Q.not.R
rplS	rplT	537	#228b22	rplS_rplT	R.and.Q
acrE	treC	421	#ff0000	acrE_treC	Q.not.R
agaW	kbaZ	286	#228b22	agaW_kbaZ	R.and.Q
phnC	phnG	168	#228b22	phnC_phnG	R.and.Q
cysC	metE	81	#ff0000	cysC_metE	Q.not.R
xapA	yhdX	212	#ff0000	xapA_yhdX	Q.not.R
ihfA	edd	471	#ff0000	ihfA_edd	Q.not.R
prpR	agaS	461	#ff0000	prpR_agaS	Q.not.R
fimC	fimD	214	#228b22	fimC_fimD	R.and.Q
gapA	trmD	151	#ff0000	gapA_trmD	Q.not.R
gatZ	gatD	647	#228b22	gatZ_gatD	R.and.Q
malF	malE	195	#228b22	malF_malE	R.and.Q
yaiA	yhbC	212	#ff0000	yaiA_yhbC	Q.not.R
nuoF	sucB	171	#228b22	nuoF_sucB	R.and.Q
yjbF	yjbG	374	#228b22	yjbF_yjbG	R.and.Q
hyi	scpC	203	#ff0000	hyi_scpC	Q.not.R
sucD	nuoN	318	#228b22	sucD_nuoN	R.and.Q
nrfF	melA	365	#ff0000	nrfF_melA	Q.not.R
agaD	nrfG	238	#ff0000	agaD_nrfG	Q.not.R
fixA	prpR	173	#228b22	fixA_prpR	R.and.Q
gntK	fimH	250	#ff0000	gntK_fimH	Q.not.R
acrF	garP	588	#228b22	acrF_garP	R.and.Q
rseB	rplM	181	#ff0000	rseB_rplM	Q.not.R
nagA	cspD	161	#ff0000	nagA_cspD	Q.not.R
trpD	ilvD	28	#ff0000	trpD_ilvD	Q.not.R
aslB	fimD	181	#ff0000	aslB_fimD	Q.not.R
yhfA	crp	302	#228b22	yhfA_crp	R.and.Q
paaC	wcaA	318	#ff0000	paaC_wcaA	Q.not.R
ihfA	uvrY	518	#ff0000	ihfA_uvrY	Q.not.R
caiT	nanT	244	#228b22	caiT_nanT	R.and.Q
crr	rseA	193	#ff0000	crr_rseA	Q.not.R
glnP	ptsG	181	#ff0000	glnP_ptsG	Q.not.R
eda	uvrY	443	#ff0000	eda_uvrY	Q.not.R
insD	insD	269	#ff0000	insD_insD	Q.not.R
hyfB	hyfA	336	#228b22	hyfB_hyfA	R.and.Q
garP	cadA	386	#ff0000	garP_cadA	Q.not.R
trmD	rpsP	602	#228b22	trmD_rpsP	R.and.Q
bglF	treC	513	#228b22	bglF_treC	R.and.Q
agaD	yhdX	494	#ff0000	agaD_yhdX	Q.not.R
insK	xylF	167	#ff0000	insK_xylF	Q.not.R
hyfG	gspI	167	#ff0000	hyfG_gspI	Q.not.R
nirC	treR	217	#ff0000	nirC_treR	Q.not.R
dppA	aceB	611	#228b22	dppA_aceB	R.and.Q
bglG	phnF	250	#ff0000	bglG_phnF	Q.not.R
malG	malE	106	#228b22	malG_malE	R.and.Q
acnB	frdA	46	#ff0000	acnB_frdA	Q.not.R
phnL	yjiD	185	#ff0000	phnL_yjiD	Q.not.R
tnaB	lysU	219	#ff0000	tnaB_lysU	Q.not.R
ecpD	gspI	167	#ff0000	ecpD_gspI	Q.not.R
nrfE	melB	330	#ff0000	nrfE_melB	Q.not.R
rhaS	nrfE	152	#ff0000	rhaS_nrfE	Q.not.R
mreB	ssb	55	#ff0000	mreB_ssb	Q.not.R
rplP	rplV	497	#228b22	rplP_rplV	R.and.Q
ptsH	trmD	276	#ff0000	ptsH_trmD	Q.not.R
fixA	phnC	365	#ff0000	fixA_phnC	Q.not.R
asnA	metH	272	#ff0000	asnA_metH	Q.not.R
seqA	pncB	170	#ff0000	seqA_pncB	Q.not.R
mhpB	phnK	217	#ff0000	mhpB_phnK	Q.not.R
slp	hdeD	522	#ff0000	slp_hdeD	Q.not.R
dcuD	bglG	179	#ff0000	dcuD_bglG	Q.not.R
dcuD	gspA	173	#ff0000	dcuD_gspA	Q.not.R
nrfG	ulaA	154	#228b22	nrfG_ulaA	R.and.Q
bglF	idnK	340	#228b22	bglF_idnK	R.and.Q
wcaB	gspJ	244	#ff0000	wcaB_gspJ	Q.not.R
dcuD	yiaN	193	#228b22	dcuD_yiaN	R.and.Q
flgB	flgG	203	#228b22	flgB_flgG	R.and.Q
gltI	crr	314	#ff0000	gltI_crr	Q.not.R
ecpD	allB	241	#ff0000	ecpD_allB	Q.not.R
nuoE	sucA	241	#228b22	nuoE_sucA	R.and.Q
tdcB	yjbG	161	#228b22	tdcB_yjbG	R.and.Q
ivbL	fimA	152	#ff0000	ivbL_fimA	Q.not.R
flgC	fliF	191	#228b22	flgC_fliF	R.and.Q
xylB	sgbE	199	#228b22	xylB_sgbE	R.and.Q
xylG	bglB	411	#228b22	xylG_bglB	R.and.Q
ulaF	yiaN	292	#228b22	ulaF_yiaN	R.and.Q
bglG	cadC	532	#ff0000	bglG_cadC	Q.not.R
gltI	slyB	225	#ff0000	gltI_slyB	Q.not.R
slyB	edd	560	#ff0000	slyB_edd	Q.not.R
cspD	smpA	170	#ff0000	cspD_smpA	Q.not.R
carA	astC	30	#228b22	carA_astC	R.and.Q
nuoA	nuoM	173	#228b22	nuoA_nuoM	R.and.Q
paaC	ccmF	185	#ff0000	paaC_ccmF	Q.not.R
malP	glgC	57	#ff0000	malP_glgC	Q.not.R
rhaT	ulaG	163	#ff0000	rhaT_ulaG	Q.not.R
fabB	ptsI	314	#ff0000	fabB_ptsI	Q.not.R
aroG	lrp	199	#ff0000	aroG_lrp	Q.not.R
oppB	crp	407	#ff0000	oppB_crp	Q.not.R
prpR	gspK	154	#ff0000	prpR_gspK	Q.not.R
nuoC	nuoH	479	#228b22	nuoC_nuoH	R.and.Q
gltI	rpsP	374	#ff0000	gltI_rpsP	Q.not.R
lysU	nanC	276	#ff0000	lysU_nanC	Q.not.R
mhpB	acrF	345	#ff0000	mhpB_acrF	Q.not.R
hisJ	hisQ	588	#228b22	hisJ_hisQ	R.and.Q
trpE	trpB	684	#228b22	trpE_trpB	R.and.Q
araD	nrfF	318	#ff0000	araD_nrfF	Q.not.R
insK	phnK	204	#ff0000	insK_phnK	Q.not.R
tnaB	idnK	214	#228b22	tnaB_idnK	R.and.Q
cspD	agp	189	#ff0000	cspD_agp	Q.not.R
phnC	cadC	391	#ff0000	phnC_cadC	Q.not.R
soxR	nrfG	212	#ff0000	soxR_nrfG	Q.not.R
ompX	mukE	156	#ff0000	ompX_mukE	Q.not.R
allD	yhdZ	170	#ff0000	allD_yhdZ	Q.not.R
mdh	aspA	27	#228b22	mdh_aspA	R.and.Q
glgC	dppF	165	#ff0000	glgC_dppF	Q.not.R
xylR	ulaG	170	#ff0000	xylR_ulaG	Q.not.R
hupB	hns	165	#228b22	hupB_hns	R.and.Q
manY	gnd	391	#ff0000	manY_gnd	Q.not.R
ybbW	hyfB	185	#ff0000	ybbW_hyfB	Q.not.R
bcsZ	bglG	154	#ff0000	bcsZ_bglG	Q.not.R
purD	purA	60	#228b22	purD_purA	R.and.Q
fabB	grpE	279	#ff0000	fabB_grpE	Q.not.R
fldA	seqA	212	#ff0000	fldA_seqA	Q.not.R
argH	astC	40	#228b22	argH_astC	R.and.Q
fliJ	flgI	185	#228b22	fliJ_flgI	R.and.Q
tap	cheA	326	#ff0000	tap_cheA	Q.not.R
rpoE	rseA	759	#228b22	rpoE_rseA	R.and.Q
rpsJ	rplB	560	#228b22	rpsJ_rplB	R.and.Q
gspG	cadA	165	#228b22	gspG_cadA	R.and.Q
nuoK	glyA	193	#ff0000	nuoK_glyA	Q.not.R
hcr	moeA	322	#228b22	hcr_moeA	R.and.Q
gatC	gatB	752	#228b22	gatC_gatB	R.and.Q
glyA	grpE	206	#ff0000	glyA_grpE	Q.not.R
caiT	adiA	175	#228b22	caiT_adiA	R.and.Q
rplB	rplP	826	#228b22	rplB_rplP	R.and.Q
yiaK	malS	170	#228b22	yiaK_malS	R.and.Q
prpR	nanT	569	#228b22	prpR_nanT	R.and.Q
pyrD	rpoD	256	#ff0000	pyrD_rpoD	Q.not.R
wza	hyfG	183	#ff0000	wza_hyfG	Q.not.R
atoB	srlD	212	#ff0000	atoB_srlD	Q.not.R
hyfD	phnI	231	#ff0000	hyfD_phnI	Q.not.R
kbaY	acrE	235	#ff0000	kbaY_acrE	Q.not.R
sucC	nuoJ	175	#228b22	sucC_nuoJ	R.and.Q
fadB	yjcH	282	#ff0000	fadB_yjcH	Q.not.R
prfA	dnaG	83	#ff0000	prfA_dnaG	Q.not.R
hslJ	osmC	163	#ff0000	hslJ_osmC	Q.not.R
nuoG	nuoH	642	#228b22	nuoG_nuoH	R.and.Q
uhpT	xylF	336	#228b22	uhpT_xylF	R.and.Q
sdhA	fumC	24	#228b22	sdhA_fumC	R.and.Q
lrp	trpL	228	#ff0000	lrp_trpL	Q.not.R
icd	rimM	300	#ff0000	icd_rimM	Q.not.R
gltA	gdhA	31	#228b22	gltA_gdhA	R.and.Q
rseA	rplM	154	#ff0000	rseA_rplM	Q.not.R
dcuD	gspL	173	#ff0000	dcuD_gspL	Q.not.R
malS	ytfE	453	#ff0000	malS_ytfE	Q.not.R
yiaK	fixA	411	#228b22	yiaK_fixA	R.and.Q
fbaA	focA	435	#228b22	fbaA_focA	R.and.Q
phnJ	idnR	157	#ff0000	phnJ_idnR	Q.not.R
sucC	nuoN	326	#228b22	sucC_nuoN	R.and.Q
gapA	fabB	494	#ff0000	gapA_fabB	Q.not.R
nanT	lyx	214	#228b22	nanT_lyx	R.and.Q
icd	smpA	217	#ff0000	icd_smpA	Q.not.R
allD	kbaY	222	#ff0000	allD_kbaY	Q.not.R
nanT	treC	244	#228b22	nanT_treC	R.and.Q
tdcB	rhaT	159	#228b22	tdcB_rhaT	R.and.Q
argI	argG	337	#228b22	argI_argG	R.and.Q
phoB	pstS	185	#228b22	phoB_pstS	R.and.Q
prpR	xapB	168	#ff0000	prpR_xapB	Q.not.R
manX	rseA	203	#ff0000	manX_rseA	Q.not.R
phnF	yjiD	253	#ff0000	phnF_yjiD	Q.not.R
acrF	melR	306	#ff0000	acrF_melR	Q.not.R
bglB	phnF	250	#ff0000	bglB_phnF	Q.not.R
ecpD	ybbW	374	#ff0000	ecpD_ybbW	Q.not.R
gpmA	pgk	240	#ff0000	gpmA_pgk	Q.not.R
sgbE	melR	199	#228b22	sgbE_melR	R.and.Q
ulaF	xylB	306	#228b22	ulaF_xylB	R.and.Q
cysA	cysH	199	#228b22	cysA_cysH	R.and.Q
fliL	fliM	546	#228b22	fliL_fliM	R.and.Q
yiaM	nanT	187	#228b22	yiaM_nanT	R.and.Q
ecpD	phnC	336	#ff0000	ecpD_phnC	Q.not.R
nanT	araB	154	#228b22	nanT_araB	R.and.Q
bioA	fucP	179	#ff0000	bioA_fucP	Q.not.R
htrE	cadA	345	#ff0000	htrE_cadA	Q.not.R
edd	nuoN	244	#ff0000	edd_nuoN	Q.not.R
flgE	flgD	306	#228b22	flgE_flgD	R.and.Q
paaA	paaF	272	#228b22	paaA_paaF	R.and.Q
caiT	yhdX	447	#ff0000	caiT_yhdX	Q.not.R
xylH	lyx	263	#228b22	xylH_lyx	R.and.Q
gspG	bcsB	179	#ff0000	gspG_bcsB	Q.not.R
adhE	fbaA	159	#228b22	adhE_fbaA	R.and.Q
gapA	icd	386	#228b22	gapA_icd	R.and.Q
rpmC	rplD	195	#228b22	rpmC_rplD	R.and.Q
sgbE	bglF	165	#228b22	sgbE_bglF	R.and.Q
yiaL	yiaN	365	#228b22	yiaL_yiaN	R.and.Q
kbaZ	cadC	185	#ff0000	kbaZ_cadC	Q.not.R
slyB	eda	513	#ff0000	slyB_eda	Q.not.R
sodB	edd	173	#ff0000	sodB_edd	Q.not.R
allD	lyx	288	#ff0000	allD_lyx	Q.not.R
nusA	aceF	204	#228b22	nusA_aceF	R.and.Q
garP	phnG	310	#ff0000	garP_phnG	Q.not.R
phnG	phnF	439	#228b22	phnG_phnF	R.and.Q
adhE	pflB	203	#228b22	adhE_pflB	R.and.Q
ihfB	ihfA	163	#228b22	ihfB_ihfA	R.and.Q
pagP	mngB	156	#ff0000	pagP_mngB	Q.not.R
phnK	nanC	256	#ff0000	phnK_nanC	Q.not.R
ihfB	rpsP	288	#ff0000	ihfB_rpsP	Q.not.R
acrE	melB	241	#ff0000	acrE_melB	Q.not.R
skp	nuoK	168	#ff0000	skp_nuoK	Q.not.R
tdcC	yhdZ	203	#ff0000	tdcC_yhdZ	Q.not.R
phnL	phnK	326	#228b22	phnL_phnK	R.and.Q
bglG	melB	399	#228b22	bglG_melB	R.and.Q
xylH	phnC	247	#ff0000	xylH_phnC	Q.not.R
pflB	fbaA	154	#228b22	pflB_fbaA	R.and.Q
nanT	phnM	165	#ff0000	nanT_phnM	Q.not.R
gatZ	gatA	574	#228b22	gatZ_gatA	R.and.Q
fabB	rplS	183	#ff0000	fabB_rplS	Q.not.R
rplM	hupA	272	#ff0000	rplM_hupA	Q.not.R
yjbE	cadC	318	#ff0000	yjbE_cadC	Q.not.R
sucA	fumC	70	#228b22	sucA_fumC	R.and.Q
aceA	rbsB	417	#228b22	aceA_rbsB	R.and.Q
hflD	rpsU	173	#ff0000	hflD_rpsU	Q.not.R
gapA	fliY	532	#ff0000	gapA_fliY	Q.not.R
bglG	treC	206	#228b22	bglG_treC	R.and.Q
crr	trmD	391	#ff0000	crr_trmD	Q.not.R
alsC	ulaF	332	#ff0000	alsC_ulaF	Q.not.R
codB	purH	195	#228b22	codB_purH	R.and.Q
mhpB	cadA	286	#ff0000	mhpB_cadA	Q.not.R
ompX	smtA	282	#ff0000	ompX_smtA	Q.not.R
sucD	cyoC	228	#228b22	sucD_cyoC	R.and.Q
caiA	ytfE	171	#ff0000	caiA_ytfE	Q.not.R
prpD	prpC	48	#228b22	prpD_prpC	R.and.Q
yiaN	ulaA	279	#228b22	yiaN_ulaA	R.and.Q
hyfD	acrE	199	#228b22	hyfD_acrE	R.and.Q
nrfE	garP	276	#228b22	nrfE_garP	R.and.Q
xylG	phnF	300	#ff0000	xylG_phnF	Q.not.R
melR	nanC	399	#228b22	melR_nanC	R.and.Q
kbaY	cadB	175	#ff0000	kbaY_cadB	Q.not.R
lldP	alsC	163	#ff0000	lldP_alsC	Q.not.R
hyfB	paaH	209	#228b22	hyfB_paaH	R.and.Q
nanC	melB	225	#228b22	nanC_melB	R.and.Q
nfsB	hisJ	161	#ff0000	nfsB_hisJ	Q.not.R
allD	hyfG	286	#ff0000	allD_hyfG	Q.not.R
metQ	cysP	151	#ff0000	metQ_cysP	Q.not.R
serC	pyrC	187	#ff0000	serC_pyrC	Q.not.R
yiaK	cadA	435	#ff0000	yiaK_cadA	Q.not.R
gapA	rseB	332	#ff0000	gapA_rseB	Q.not.R
crr	gdhA	167	#228b22	crr_gdhA	R.and.Q
agaD	dcuD	302	#ff0000	agaD_dcuD	Q.not.R
sra	rplT	179	#ff0000	sra_rplT	Q.not.R
crr	rpsI	247	#ff0000	crr_rpsI	Q.not.R
ihfB	cysK	195	#ff0000	ihfB_cysK	Q.not.R
mtlR	phnH	152	#ff0000	mtlR_phnH	Q.not.R
xylF	rhaT	199	#228b22	xylF_rhaT	R.and.Q
trmD	nuoA	167	#228b22	trmD_nuoA	R.and.Q
gltA	adhE	435	#ff0000	gltA_adhE	Q.not.R
ptsI	purC	152	#ff0000	ptsI_purC	Q.not.R
htrE	tdcC	179	#228b22	htrE_tdcC	R.and.Q
acrA	ivbL	170	#ff0000	acrA_ivbL	Q.not.R
melA	cadC	183	#ff0000	melA_cadC	Q.not.R
caiE	fixC	250	#228b22	caiE_fixC	R.and.Q
insK	bglG	318	#ff0000	insK_bglG	Q.not.R
gltI	ihfA	159	#ff0000	gltI_ihfA	Q.not.R
seqA	ybjN	222	#ff0000	seqA_ybjN	Q.not.R
caiE	melR	165	#228b22	caiE_melR	R.and.Q
agaD	bglF	365	#ff0000	agaD_bglF	Q.not.R
cadC	fixX	154	#228b22	cadC_fixX	R.and.Q
adiA	idnK	214	#ff0000	adiA_idnK	Q.not.R
ahpC	ptsG	151	#ff0000	ahpC_ptsG	Q.not.R
rseB	hupA	349	#ff0000	rseB_hupA	Q.not.R
xylF	idnK	244	#228b22	xylF_idnK	R.and.Q
agaB	phnC	175	#ff0000	agaB_phnC	Q.not.R
dnaA	mgtA	310	#ff0000	dnaA_mgtA	Q.not.R
caiA	sucD	150	#228b22	caiA_sucD	R.and.Q
gdhA	ilvC	30	#ff0000	gdhA_ilvC	Q.not.R
acs	metK	31	#228b22	acs_metK	R.and.Q
lsrF	flhB	161	#ff0000	lsrF_flhB	Q.not.R
nanE	yjeP	201	#ff0000	nanE_yjeP	Q.not.R
fixC	phnK	171	#ff0000	fixC_phnK	Q.not.R
ftsK	phoP	167	#ff0000	ftsK_phoP	Q.not.R
yiaM	rhaR	310	#228b22	yiaM_rhaR	R.and.Q
ahpC	yccA	322	#ff0000	ahpC_yccA	Q.not.R
flhD	fliF	175	#ff0000	flhD_fliF	Q.not.R
fliR	fliP	219	#228b22	fliR_fliP	R.and.Q
garP	nanC	154	#ff0000	garP_nanC	Q.not.R
ftsK	crr	201	#ff0000	ftsK_crr	Q.not.R
cysI	cysM	193	#228b22	cysI_cysM	R.and.Q
gspG	phnG	173	#ff0000	gspG_phnG	Q.not.R
xylR	ulaD	217	#228b22	xylR_ulaD	R.and.Q
cheR	fliK	318	#ff0000	cheR_fliK	Q.not.R
leuA	aroG	36	#ff0000	leuA_aroG	Q.not.R
acrF	yiaM	633	#ff0000	acrF_yiaM	Q.not.R
caiT	agaS	461	#ff0000	caiT_agaS	Q.not.R
gltI	hupA	353	#ff0000	gltI_hupA	Q.not.R
icd	rplS	165	#ff0000	icd_rplS	Q.not.R
agaB	rhaT	322	#ff0000	agaB_rhaT	Q.not.R
acrE	treR	206	#ff0000	acrE_treR	Q.not.R
marA	marR	310	#228b22	marA_marR	R.and.Q
nrfE	sgbE	340	#228b22	nrfE_sgbE	R.and.Q
argF	argG	552	#228b22	argF_argG	R.and.Q
leuA	ilvB	48	#ff0000	leuA_ilvB	Q.not.R
nusA	yhbC	276	#228b22	nusA_yhbC	R.and.Q
zwf	crr	159	#ff0000	zwf_crr	Q.not.R
argC	argF	395	#228b22	argC_argF	R.and.Q
xylF	yiaN	340	#228b22	xylF_yiaN	R.and.Q
mnmG	pspG	259	#ff0000	mnmG_pspG	Q.not.R
skp	oppD	288	#ff0000	skp_oppD	Q.not.R
lacA	lacY	399	#228b22	lacA_lacY	R.and.Q
nrfG	phnF	349	#ff0000	nrfG_phnF	Q.not.R
phnG	ulaF	167	#ff0000	phnG_ulaF	Q.not.R
paaA	emrY	253	#ff0000	paaA_emrY	Q.not.R
nuoG	nuoJ	292	#228b22	nuoG_nuoJ	R.and.Q
argB	argF	231	#228b22	argB_argF	R.and.Q
yjbE	soxR	199	#ff0000	yjbE_soxR	Q.not.R
prpR	yhdX	443	#ff0000	prpR_yhdX	Q.not.R
wcaB	xapB	256	#ff0000	wcaB_xapB	Q.not.R
acrE	cadA	615	#ff0000	acrE_cadA	Q.not.R
hyfD	yhdZ	154	#ff0000	hyfD_yhdZ	Q.not.R
scpC	caiT	173	#228b22	scpC_caiT	R.and.Q
gltD	glgA	152	#228b22	gltD_glgA	R.and.Q
rhaT	cadC	382	#ff0000	rhaT_cadC	Q.not.R
acrF	phnC	476	#ff0000	acrF_phnC	Q.not.R
ackA	fbaA	201	#ff0000	ackA_fbaA	Q.not.R
leuD	ilvH	175	#ff0000	leuD_ilvH	Q.not.R
htrE	nanC	480	#ff0000	htrE_nanC	Q.not.R
ilvD	ilvI	120	#228b22	ilvD_ilvI	R.and.Q
cheB	cheA	183	#ff0000	cheB_cheA	Q.not.R
fliG	flhA	85	#228b22	fliG_flhA	R.and.Q
treC	treB	326	#228b22	treC_treB	R.and.Q
sra	rpsP	163	#ff0000	sra_rpsP	Q.not.R
metC	metA	24	#228b22	metC_metA	R.and.Q
ccmE	ccmC	225	#228b22	ccmE_ccmC	R.and.Q
ulaF	idnO	332	#228b22	ulaF_idnO	R.and.Q
nuoH	nuoJ	714	#228b22	nuoH_nuoJ	R.and.Q
hyaD	hyaA	395	#228b22	hyaD_hyaA	R.and.Q
bglB	phnG	187	#ff0000	bglB_phnG	Q.not.R
nrfG	xylF	204	#228b22	nrfG_xylF	R.and.Q
cydB	hupA	159	#ff0000	cydB_hupA	Q.not.R
nanT	acrF	332	#ff0000	nanT_acrF	Q.not.R
kbaY	yhdZ	259	#ff0000	kbaY_yhdZ	Q.not.R
cdaR	gntP	151	#ff0000	cdaR_gntP	Q.not.R
ihfB	slyB	231	#ff0000	ihfB_slyB	Q.not.R
prpR	gspJ	191	#ff0000	prpR_gspJ	Q.not.R
caiT	ecpD	269	#228b22	caiT_ecpD	R.and.Q
garP	nanT	157	#ff0000	garP_nanT	Q.not.R
ompF	rpsP	318	#ff0000	ompF_rpsP	Q.not.R
ahpC	rseB	157	#ff0000	ahpC_rseB	Q.not.R
glnH	yccA	425	#ff0000	glnH_yccA	Q.not.R
yiaK	cadC	461	#ff0000	yiaK_cadC	Q.not.R
bglF	ulaD	253	#228b22	bglF_ulaD	R.and.Q
tar	fliE	167	#ff0000	tar_fliE	Q.not.R
argC	argE	250	#228b22	argC_argE	R.and.Q
ahpC	pgk	70	#ff0000	ahpC_pgk	Q.not.R
sucC	nuoM	193	#228b22	sucC_nuoM	R.and.Q
phnM	ytfE	349	#ff0000	phnM_ytfE	Q.not.R
serC	aroA	165	#228b22	serC_aroA	R.and.Q
ptsI	crr	718	#228b22	ptsI_crr	R.and.Q
manX	rpoE	187	#ff0000	manX_rpoE	Q.not.R
rhaR	nanC	300	#228b22	rhaR_nanC	R.and.Q
melR	uxuR	168	#228b22	melR_uxuR	R.and.Q
dcuR	idnT	247	#ff0000	dcuR_idnT	Q.not.R
cysH	cysI	534	#228b22	cysH_cysI	R.and.Q
rplM	rplV	286	#228b22	rplM_rplV	R.and.Q
manX	gnd	212	#ff0000	manX_gnd	Q.not.R
fixA	yhdZ	244	#ff0000	fixA_yhdZ	Q.not.R
fumB	acrF	212	#228b22	fumB_acrF	R.and.Q
gltI	cspD	435	#ff0000	gltI_cspD	Q.not.R
fumC	mdh	66	#228b22	fumC_mdh	R.and.Q
slyB	ptsH	272	#ff0000	slyB_ptsH	Q.not.R
rhaR	fucP	302	#228b22	rhaR_fucP	R.and.Q
guaB	hflD	253	#228b22	guaB_hflD	R.and.Q
oppB	edd	209	#ff0000	oppB_edd	Q.not.R
idnO	fimF	168	#ff0000	idnO_fimF	Q.not.R
recA	crp	171	#ff0000	recA_crp	Q.not.R
fliY	crr	181	#ff0000	fliY_crr	Q.not.R
gnd	rpoS	189	#ff0000	gnd_rpoS	Q.not.R
yhdX	yiaM	345	#ff0000	yhdX_yiaM	Q.not.R
fliC	flhC	165	#228b22	fliC_flhC	R.and.Q
codA	purN	157	#228b22	codA_purN	R.and.Q
ompA	edd	152	#ff0000	ompA_edd	Q.not.R
nuoK	fabB	173	#ff0000	nuoK_fabB	Q.not.R
nuoL	fabB	161	#ff0000	nuoL_fabB	Q.not.R
gltA	ruvB	90	#ff0000	gltA_ruvB	Q.not.R
rplC	rplP	787	#228b22	rplC_rplP	R.and.Q
trpA	trpE	689	#228b22	trpA_trpE	R.and.Q
gltI	ihfB	583	#ff0000	gltI_ihfB	Q.not.R
hisM	hisQ	336	#228b22	hisM_hisQ	R.and.Q
sra	trmD	152	#ff0000	sra_trmD	Q.not.R
allD	tdcD	212	#ff0000	allD_tdcD	Q.not.R
allD	agaD	461	#ff0000	allD_agaD	Q.not.R
ptsH	rpsP	361	#ff0000	ptsH_rpsP	Q.not.R
treC	prpR	161	#228b22	treC_prpR	R.and.Q
nuoL	rseB	231	#ff0000	nuoL_rseB	Q.not.R
bglG	nrfB	170	#228b22	bglG_nrfB	R.and.Q
cynX	nrdG	219	#ff0000	cynX_nrdG	Q.not.R
hupB	rplM	201	#ff0000	hupB_rplM	Q.not.R
rpoD	rplD	135	#ff0000	rpoD_rplD	Q.not.R
tdcD	tdcB	154	#228b22	tdcD_tdcB	R.and.Q
ptsG	gatB	181	#228b22	ptsG_gatB	R.and.Q
rhaR	cadC	300	#ff0000	rhaR_cadC	Q.not.R
nuoE	nuoG	238	#228b22	nuoE_nuoG	R.and.Q
hyfC	emrK	238	#228b22	hyfC_emrK	R.and.Q
nirC	kbaZ	219	#228b22	nirC_kbaZ	R.and.Q
pflB	focA	399	#228b22	pflB_focA	R.and.Q
oppB	yhfA	151	#ff0000	oppB_yhfA	Q.not.R
ahpC	lrp	203	#ff0000	ahpC_lrp	Q.not.R
nanT	hyfB	238	#228b22	nanT_hyfB	R.and.Q
nrfE	ulaG	499	#228b22	nrfE_ulaG	R.and.Q
acrB	fimA	175	#ff0000	acrB_fimA	Q.not.R
pgk	sucD	199	#228b22	pgk_sucD	R.and.Q
cysD	cysK	214	#228b22	cysD_cysK	R.and.Q
rplV	rplD	191	#228b22	rplV_rplD	R.and.Q
nrfG	idnK	263	#ff0000	nrfG_idnK	Q.not.R
yccA	ilvC	296	#ff0000	yccA_ilvC	Q.not.R
gltI	glnH	209	#ff0000	gltI_glnH	Q.not.R
livH	livJ	70	#228b22	livH_livJ	R.and.Q
hupB	icd	235	#ff0000	hupB_icd	Q.not.R
ftsZ	manY	171	#ff0000	ftsZ_manY	Q.not.R
argC	argA	583	#228b22	argC_argA	R.and.Q
argI	carB	56	#228b22	argI_carB	R.and.Q
ihfA	rpsP	279	#ff0000	ihfA_rpsP	Q.not.R
manX	gatZ	494	#228b22	manX_gatZ	R.and.Q
bglG	phnK	212	#ff0000	bglG_phnK	Q.not.R
prpE	hyfG	244	#228b22	prpE_hyfG	R.and.Q
garP	melR	219	#ff0000	garP_melR	Q.not.R
serC	hisJ	296	#ff0000	serC_hisJ	Q.not.R
fixC	phnG	247	#ff0000	fixC_phnG	Q.not.R
focA	cydA	206	#228b22	focA_cydA	R.and.Q
gapA	ptsI	597	#228b22	gapA_ptsI	R.and.Q
phnK	phnG	378	#228b22	phnK_phnG	R.and.Q
yhdZ	yiaM	185	#ff0000	yhdZ_yiaM	Q.not.R
ulaG	uxuR	157	#ff0000	ulaG_uxuR	Q.not.R
skp	edd	349	#ff0000	skp_edd	Q.not.R
ulaG	nanC	322	#ff0000	ulaG_nanC	Q.not.R
glnQ	trmD	171	#ff0000	glnQ_trmD	Q.not.R
